DataSprzedazy,RodzajUbezpieczenia,KwotaSkladki,Region,CzasTrwaniaSprzedazy,PreferowanyKontakt,NowyKlient,SprzedanePolisy,IDSprzedawcy,Kontakt,DecyzjaKlienta
07/05/2023,Zyciowe,664.71,Zachodni,48.00,Telefon,1.00,1.00,19.00,Telefon,Nowy klient - odmowa zakupu polisy
01/31/2023,Majatkowe,958.70,Zachodni,45.00,Osobiscie,0.00,0.00,10.00,Telefon,Staly klient - rezygnacja
03/14/2023,Majatkowe,447.16,Wschodni,57.00,Osobiscie,1.00,1.00,17.00,Telefon,Nowy klient - zakup polisy
04/21/2023,Zyciowe,433.74,Pólnocny,51.00,Email,0.00,0.00,10.00,Osobiscie,Staly klient - rezygnacja
05/06/2023,Majatkowe,689.85,Poludniowy,80.00,Telefon,1.00,0.00,11.00,Email,Nowy klient - odmowa zakupu polisy
01/19/2023,Majatkowe,224.42,Pólnocny,54.00,Osobiscie,1.00,1.00,9.00,Email,Nowy klient - zakup polisy
01/16/2023,Zyciowe,795.00,Pólnocny,46.00,Email,1.00,1.00,19.00,Osobiscie,Nowy klient - odmowa zakupu polisy
03/01/2023,Majatkowe,213.31,Pólnocny,24.00,Telefon,0.00,1.00,4.00,Telefon,Staly klient - zakup polisy
10/01/2023,Zyciowe,988.30,Poludniowy,27.00,Osobiscie,1.00,0.00,4.00,Osobiscie,Nowy klient - odmowa zakupu polisy
02/04/2023,Zyciowe,201.54,Poludniowy,56.00,Telefon,0.00,0.00,10.00,Email,Staly klient - rezygnacja
04/27/2023,Zyciowe,568.19,Zachodni,73.00,Telefon,0.00,0.00,11.00,Telefon,Staly klient - rezygnacja
03/22/2023,Majatkowe,337.36,Zachodni,20.00,Telefon,1.00,1.00,7.00,Telefon,Nowy klient - zakup polisy
06/02/2023,Majatkowe,159.74,Zachodni,89.00,Osobiscie,0.00,0.00,11.00,Email,Staly klient - rezygnacja
01/19/2023,Zyciowe,238.85,Zachodni,47.00,Osobiscie,0.00,0.00,19.00,Osobiscie,Staly klient - rezygnacja
06/23/2023,Zyciowe,118.23,Wschodni,11.00,Telefon,0.00,1.00,7.00,Telefon,Staly klient - zakup polisy
05/27/2023,Zyciowe,604.94,Wschodni,66.00,Osobiscie,0.00,0.00,1.00,Telefon,Staly klient - rezygnacja
03/15/2023,Majatkowe,762.31,Pólnocny,12.00,Telefon,0.00,0.00,15.00,Telefon,Staly klient - rezygnacja
02/04/2023,Majatkowe,867.15,Zachodni,25.00,Telefon,0.00,0.00,4.00,Osobiscie,Staly klient - rezygnacja
09/04/2023,Zyciowe,767.62,Zachodni,20.00,Email,1.00,1.00,3.00,Email,Nowy klient - zakup polisy
05/22/2023,Majatkowe,434.59,Poludniowy,80.00,Osobiscie,0.00,0.00,1.00,Osobiscie,Staly klient - rezygnacja
06/13/2023,Zyciowe,636.63,Poludniowy,24.00,Osobiscie,0.00,1.00,14.00,Osobiscie,Staly klient - zakup polisy
01/24/2023,Zyciowe,113.26,Zachodni,23.00,Email,1.00,0.00,3.00,Email,Nowy klient - odmowa zakupu polisy
01/21/2023,Majatkowe,162.55,Zachodni,10.00,Email,1.00,1.00,7.00,Telefon,Nowy klient - zakup polisy
05/24/2023,Majatkowe,670.46,Zachodni,52.00,Osobiscie,1.00,0.00,12.00,Osobiscie,Nowy klient - odmowa zakupu polisy
03/22/2023,Zyciowe,535.68,Pólnocny,25.00,Email,1.00,1.00,20.00,Osobiscie,Nowy klient - zakup polisy
10/04/2023,Zyciowe,895.64,Poludniowy,76.00,Email,1.00,0.00,1.00,Osobiscie,Nowy klient - odmowa zakupu polisy
09/04/2023,Majatkowe,376.91,Poludniowy,55.00,Telefon,0.00,0.00,10.00,Email,Staly klient - rezygnacja
05/18/2023,Zyciowe,472.81,Wschodni,17.00,Osobiscie,1.00,1.00,2.00,Osobiscie,Nowy klient - zakup polisy
05/13/2023,Zyciowe,919.43,Pólnocny,69.00,Osobiscie,1.00,0.00,1.00,Osobiscie,Nowy klient - odmowa zakupu polisy
05/24/2023,Zyciowe,275.58,Poludniowy,18.00,Email,1.00,1.00,18.00,Osobiscie,Nowy klient - zakup polisy
06/20/2023,Zyciowe,960.29,Pólnocny,56.00,Email,1.00,1.00,13.00,Osobiscie,Nowy klient - zakup polisy
02/02/2023,Zyciowe,164.82,Pólnocny,58.00,Telefon,1.00,0.00,5.00,Osobiscie,Nowy klient - odmowa zakupu polisy
04/29/2023,Zyciowe,601.83,Wschodni,83.00,Osobiscie,1.00,0.00,1.00,Osobiscie,Nowy klient - odmowa zakupu polisy
11/04/2023,Majatkowe,782.84,Wschodni,10.00,Osobiscie,0.00,1.00,7.00,Osobiscie,Staly klient - zakup polisy
01/25/2023,Majatkowe,249.42,Zachodni,71.00,Telefon,0.00,1.00,6.00,Telefon,Staly klient - rezygnacja
02/04/2023,Zyciowe,270.12,Wschodni,29.00,Email,1.00,1.00,4.00,Email,Nowy klient - zakup polisy
04/01/2023,Majatkowe,632.09,Pólnocny,16.00,Osobiscie,1.00,1.00,7.00,Telefon,Nowy klient - zakup polisy
02/20/2023,Majatkowe,133.96,Poludniowy,50.00,Osobiscie,0.00,0.00,16.00,Email,Staly klient - rezygnacja
05/13/2023,Zyciowe,708.89,Zachodni,80.00,Telefon,1.00,0.00,1.00,Email,Nowy klient - odmowa zakupu polisy
10/02/2023,Zyciowe,611.37,Poludniowy,30.00,Email,0.00,1.00,20.00,Email,Staly klient - zakup polisy
03/29/2023,Majatkowe,910.54,Poludniowy,9.00,Email,0.00,1.00,12.00,Telefon,Staly klient - zakup polisy
03/13/2023,Majatkowe,832.53,Poludniowy,4.00,Osobiscie,0.00,0.00,17.00,Email,Staly klient - rezygnacja
05/28/2023,Zyciowe,502.76,Zachodni,82.00,Telefon,0.00,0.00,11.00,Email,Staly klient - rezygnacja
09/02/2023,Zyciowe,700.82,Pólnocny,82.00,Telefon,0.00,0.00,1.00,Osobiscie,Staly klient - rezygnacja
06/04/2023,Majatkowe,374.21,Poludniowy,1.00,Email,0.00,0.00,15.00,Osobiscie,Staly klient - rezygnacja
02/05/2023,Majatkowe,791.24,Poludniowy,8.00,Telefon,0.00,1.00,12.00,Email,Staly klient - zakup polisy
05/04/2023,Zyciowe,447.72,Wschodni,17.00,Osobiscie,0.00,1.00,2.00,Telefon,Staly klient - zakup polisy
02/05/2023,Majatkowe,460.78,Poludniowy,56.00,Email,1.00,0.00,17.00,Osobiscie,Nowy klient - odmowa zakupu polisy
05/27/2023,Majatkowe,181.58,Wschodni,50.00,Email,1.00,0.00,9.00,Osobiscie,Nowy klient - odmowa zakupu polisy
11/03/2023,Zyciowe,950.26,Pólnocny,53.00,Email,1.00,0.00,17.00,Telefon,Nowy klient - odmowa zakupu polisy
02/26/2023,Majatkowe,970.47,Pólnocny,1.00,Email,0.00,1.00,17.00,Email,Staly klient - zakup polisy
10/04/2023,Majatkowe,136.08,Pólnocny,30.00,Email,1.00,1.00,20.00,Email,Nowy klient - zakup polisy
01/01/2023,Majatkowe,172.26,Zachodni,30.00,Email,0.00,0.00,3.00,Telefon,Staly klient - rezygnacja
05/15/2023,Zyciowe,343.57,Zachodni,23.00,Telefon,1.00,1.00,3.00,Osobiscie,Nowy klient - zakup polisy
11/01/2023,Zyciowe,214.06,Poludniowy,60.00,Telefon,1.00,0.00,5.00,Email,Nowy klient - odmowa zakupu polisy
10/02/2023,Majatkowe,785.48,Wschodni,48.00,Telefon,0.00,0.00,8.00,Osobiscie,Staly klient - rezygnacja
05/29/2023,Zyciowe,484.66,Pólnocny,47.00,Osobiscie,0.00,1.00,16.00,Osobiscie,Staly klient - rezygnacja
02/21/2023,Zyciowe,580.39,Zachodni,16.00,Telefon,0.00,1.00,18.00,Osobiscie,Staly klient - zakup polisy
04/26/2023,Majatkowe,207.45,Zachodni,54.00,Email,1.00,0.00,19.00,Osobiscie,Nowy klient - odmowa zakupu polisy
04/05/2023,Majatkowe,589.59,Pólnocny,89.00,Telefon,1.00,0.00,1.00,Email,Nowy klient - odmowa zakupu polisy
03/01/2023,Majatkowe,163.74,Poludniowy,41.00,Osobiscie,1.00,0.00,10.00,Email,Nowy klient - odmowa zakupu polisy
04/29/2023,Majatkowe,854.66,Wschodni,18.00,Osobiscie,1.00,1.00,2.00,Telefon,Nowy klient - zakup polisy
01/15/2023,Zyciowe,908.50,Poludniowy,15.00,Osobiscie,0.00,0.00,13.00,Email,Staly klient - rezygnacja
10/02/2023,Majatkowe,424.77,Wschodni,64.00,Osobiscie,0.00,0.00,11.00,Email,Staly klient - rezygnacja
05/04/2023,Majatkowe,994.82,Zachodni,11.00,Email,0.00,1.00,13.00,Telefon,Staly klient - zakup polisy
02/18/2023,Zyciowe,403.86,Poludniowy,51.00,Osobiscie,1.00,0.00,8.00,Telefon,Nowy klient - odmowa zakupu polisy
07/04/2023,Zyciowe,314.63,Wschodni,57.00,Telefon,1.00,0.00,15.00,Telefon,Nowy klient - odmowa zakupu polisy
01/24/2023,Zyciowe,184.58,Wschodni,24.00,Telefon,0.00,1.00,14.00,Osobiscie,Staly klient - zakup polisy
01/31/2023,Majatkowe,515.67,Wschodni,60.00,Osobiscie,0.00,0.00,8.00,Email,Staly klient - rezygnacja
04/05/2023,Zyciowe,471.01,Poludniowy,60.00,Telefon,1.00,1.00,13.00,Email,Nowy klient - zakup polisy
06/06/2023,Zyciowe,839.92,Pólnocny,22.00,Email,0.00,1.00,4.00,Telefon,Staly klient - zakup polisy
01/14/2023,Majatkowe,199.02,Poludniowy,53.00,Email,0.00,0.00,19.00,Telefon,Staly klient - rezygnacja
02/14/2023,Majatkowe,770.98,Zachodni,21.00,Email,1.00,1.00,3.00,Telefon,Nowy klient - zakup polisy
12/02/2023,Majatkowe,731.06,Wschodni,17.00,Email,0.00,1.00,18.00,Telefon,Staly klient - zakup polisy
10/05/2023,Zyciowe,322.44,Zachodni,25.00,Telefon,1.00,1.00,20.00,Osobiscie,Nowy klient - zakup polisy
09/02/2023,Majatkowe,994.30,Pólnocny,53.00,Telefon,1.00,1.00,16.00,Telefon,Nowy klient - odmowa zakupu polisy
02/19/2023,Zyciowe,699.59,Poludniowy,84.00,Telefon,1.00,1.00,11.00,Email,Nowy klient - odmowa zakupu polisy
05/28/2023,Zyciowe,561.93,Poludniowy,55.00,Email,1.00,0.00,19.00,Telefon,Nowy klient - odmowa zakupu polisy
10/02/2023,Majatkowe,492.71,Pólnocny,23.00,Telefon,1.00,1.00,14.00,Telefon,Nowy klient - zakup polisy
09/02/2023,Zyciowe,242.49,Zachodni,15.00,Telefon,0.00,1.00,5.00,Telefon,Staly klient - zakup polisy
06/05/2023,Majatkowe,889.22,Pólnocny,22.00,Email,0.00,1.00,3.00,Telefon,Staly klient - zakup polisy
02/22/2023,Zyciowe,996.76,Zachodni,13.00,Osobiscie,0.00,0.00,13.00,Osobiscie,Staly klient - rezygnacja
08/03/2023,Zyciowe,814.41,Zachodni,60.00,Osobiscie,1.00,0.00,12.00,Telefon,Nowy klient - odmowa zakupu polisy
06/18/2023,Zyciowe,705.57,Zachodni,28.00,Osobiscie,0.00,0.00,4.00,Telefon,Staly klient - rezygnacja
04/16/2023,Zyciowe,316.21,Poludniowy,20.00,Telefon,1.00,1.00,3.00,Osobiscie,Nowy klient - zakup polisy
07/01/2023,Majatkowe,899.71,Pólnocny,30.00,Telefon,0.00,1.00,3.00,Email,Staly klient - zakup polisy
06/04/2023,Zyciowe,663.24,Poludniowy,20.00,Osobiscie,0.00,1.00,2.00,Osobiscie,Staly klient - zakup polisy
08/03/2023,Zyciowe,683.10,Zachodni,50.00,Email,0.00,0.00,10.00,Telefon,Staly klient - rezygnacja
03/17/2023,Zyciowe,956.59,Poludniowy,4.00,Email,0.00,1.00,5.00,Osobiscie,Staly klient - zakup polisy
01/22/2023,Majatkowe,155.18,Pólnocny,85.00,Email,0.00,1.00,6.00,Email,Staly klient - rezygnacja
08/05/2023,Majatkowe,168.22,Pólnocny,6.00,Osobiscie,0.00,0.00,15.00,Email,Staly klient - rezygnacja
01/24/2023,Zyciowe,907.97,Wschodni,82.00,Osobiscie,0.00,0.00,1.00,Osobiscie,Staly klient - rezygnacja
02/19/2023,Zyciowe,413.21,Pólnocny,86.00,Telefon,1.00,0.00,6.00,Telefon,Nowy klient - odmowa zakupu polisy
11/01/2023,Majatkowe,207.48,Zachodni,68.00,Telefon,0.00,1.00,11.00,Email,Staly klient - rezygnacja
06/20/2023,Zyciowe,550.05,Wschodni,63.00,Email,0.00,0.00,11.00,Osobiscie,Staly klient - rezygnacja
03/02/2023,Majatkowe,337.85,Zachodni,40.00,Email,0.00,1.00,16.00,Email,Staly klient - rezygnacja
12/04/2023,Majatkowe,639.23,Wschodni,50.00,Osobiscie,1.00,1.00,5.00,Telefon,Nowy klient - zakup polisy
05/04/2023,Majatkowe,975.89,Poludniowy,43.00,Email,0.00,1.00,8.00,Osobiscie,Staly klient - rezygnacja
06/14/2023,Majatkowe,951.34,Pólnocny,24.00,Email,1.00,1.00,3.00,Osobiscie,Nowy klient - zakup polisy
05/01/2023,Majatkowe,385.06,Zachodni,22.00,Email,0.00,1.00,14.00,Osobiscie,Staly klient - zakup polisy
04/24/2023,Majatkowe,986.53,Pólnocny,20.00,Email,0.00,1.00,4.00,Telefon,Staly klient - zakup polisy
05/13/2023,Zyciowe,761.14,Poludniowy,44.00,Email,0.00,0.00,8.00,Email,Staly klient - rezygnacja
04/18/2023,Zyciowe,830.78,Wschodni,15.00,Telefon,0.00,1.00,2.00,Osobiscie,Staly klient - zakup polisy
05/14/2023,Majatkowe,993.52,Wschodni,52.00,Telefon,1.00,0.00,8.00,Email,Nowy klient - odmowa zakupu polisy
11/01/2023,Majatkowe,622.94,Zachodni,58.00,Osobiscie,1.00,0.00,15.00,Email,Nowy klient - odmowa zakupu polisy
03/22/2023,Majatkowe,690.27,Pólnocny,21.00,Telefon,1.00,1.00,14.00,Email,Nowy klient - zakup polisy
11/05/2023,Majatkowe,546.27,Zachodni,53.00,Email,1.00,0.00,19.00,Osobiscie,Nowy klient - odmowa zakupu polisy
04/26/2023,Majatkowe,304.23,Pólnocny,26.00,Email,1.00,1.00,4.00,Email,Nowy klient - zakup polisy
01/03/2023,Zyciowe,422.58,Pólnocny,56.00,Telefon,1.00,0.00,15.00,Email,Nowy klient - odmowa zakupu polisy
04/20/2023,Majatkowe,934.81,Wschodni,25.00,Telefon,1.00,1.00,20.00,Osobiscie,Nowy klient - zakup polisy
04/22/2023,Zyciowe,385.02,Zachodni,30.00,Email,0.00,1.00,14.00,Telefon,Staly klient - zakup polisy
11/06/2023,Zyciowe,972.96,Poludniowy,51.00,Osobiscie,1.00,1.00,5.00,Email,Nowy klient - zakup polisy
01/17/2023,Majatkowe,958.12,Zachodni,15.00,Osobiscie,1.00,1.00,18.00,Osobiscie,Nowy klient - zakup polisy
06/22/2023,Zyciowe,855.74,Wschodni,20.00,Osobiscie,1.00,0.00,3.00,Osobiscie,Nowy klient - odmowa zakupu polisy
03/14/2023,Majatkowe,340.20,Zachodni,73.00,Osobiscie,1.00,0.00,6.00,Telefon,Nowy klient - odmowa zakupu polisy
05/16/2023,Majatkowe,294.80,Wschodni,27.00,Email,1.00,1.00,4.00,Osobiscie,Nowy klient - zakup polisy
04/05/2023,Zyciowe,253.29,Zachodni,44.00,Telefon,1.00,0.00,19.00,Email,Nowy klient - odmowa zakupu polisy
01/29/2023,Majatkowe,836.26,Pólnocny,18.00,Osobiscie,0.00,1.00,2.00,Osobiscie,Staly klient - zakup polisy
06/30/2023,Majatkowe,935.14,Zachodni,11.00,Email,1.00,1.00,18.00,Osobiscie,Nowy klient - zakup polisy
05/04/2023,Majatkowe,940.79,Zachodni,63.00,Telefon,0.00,0.00,6.00,Osobiscie,Staly klient - rezygnacja
03/22/2023,Majatkowe,617.99,Zachodni,65.00,Telefon,1.00,0.00,6.00,Email,Nowy klient - odmowa zakupu polisy
02/17/2023,Zyciowe,184.32,Poludniowy,21.00,Email,0.00,1.00,3.00,Osobiscie,Staly klient - zakup polisy
02/23/2023,Zyciowe,228.63,Pólnocny,15.00,Email,1.00,1.00,18.00,Osobiscie,Nowy klient - zakup polisy
06/05/2023,Zyciowe,345.77,Wschodni,57.00,Osobiscie,0.00,0.00,16.00,Osobiscie,Staly klient - rezygnacja
01/26/2023,Zyciowe,382.27,Poludniowy,83.00,Osobiscie,0.00,0.00,6.00,Osobiscie,Staly klient - rezygnacja
06/04/2023,Zyciowe,933.86,Zachodni,74.00,Telefon,0.00,0.00,11.00,Telefon,Staly klient - rezygnacja
01/31/2023,Majatkowe,594.07,Pólnocny,18.00,Osobiscie,0.00,1.00,7.00,Telefon,Staly klient - zakup polisy
01/21/2023,Majatkowe,288.82,Wschodni,23.00,Email,1.00,1.00,20.00,Osobiscie,Nowy klient - zakup polisy
06/04/2023,Zyciowe,308.26,Zachodni,12.00,Email,0.00,1.00,7.00,Email,Staly klient - zakup polisy
05/03/2023,Majatkowe,310.89,Poludniowy,13.00,Osobiscie,1.00,1.00,2.00,Email,Nowy klient - zakup polisy
04/28/2023,Majatkowe,863.91,Pólnocny,10.00,Email,1.00,1.00,7.00,Email,Nowy klient - zakup polisy
05/29/2023,Majatkowe,930.61,Poludniowy,26.00,Email,1.00,1.00,14.00,Email,Nowy klient - zakup polisy
06/29/2023,Majatkowe,345.56,Pólnocny,59.00,Email,1.00,1.00,15.00,Osobiscie,Nowy klient - zakup polisy
10/02/2023,Zyciowe,285.51,Pólnocny,20.00,Osobiscie,0.00,1.00,4.00,Email,Staly klient - zakup polisy
05/02/2023,Zyciowe,653.88,Zachodni,6.00,Osobiscie,0.00,1.00,12.00,Email,Staly klient - zakup polisy
05/22/2023,Majatkowe,526.07,Wschodni,49.00,Osobiscie,0.00,0.00,16.00,Email,Staly klient - rezygnacja
10/03/2023,Zyciowe,642.40,Zachodni,50.00,Osobiscie,1.00,0.00,15.00,Email,Nowy klient - odmowa zakupu polisy
10/01/2023,Zyciowe,669.13,Poludniowy,27.00,Email,1.00,0.00,4.00,Email,Nowy klient - odmowa zakupu polisy
03/05/2023,Majatkowe,275.16,Wschodni,51.00,Email,1.00,1.00,15.00,Telefon,Nowy klient - zakup polisy
04/19/2023,Zyciowe,767.79,Wschodni,26.00,Email,1.00,1.00,3.00,Osobiscie,Nowy klient - zakup polisy
03/29/2023,Majatkowe,518.40,Wschodni,48.00,Telefon,1.00,0.00,10.00,Osobiscie,Nowy klient - odmowa zakupu polisy
02/03/2023,Zyciowe,373.93,Pólnocny,53.00,Email,0.00,0.00,19.00,Osobiscie,Staly klient - rezygnacja
05/28/2023,Majatkowe,942.27,Wschodni,29.00,Email,1.00,1.00,20.00,Email,Nowy klient - zakup polisy
09/06/2023,Majatkowe,523.22,Poludniowy,29.00,Telefon,0.00,1.00,14.00,Telefon,Staly klient - zakup polisy
06/22/2023,Zyciowe,604.27,Pólnocny,59.00,Osobiscie,1.00,1.00,17.00,Email,Nowy klient - zakup polisy
11/01/2023,Zyciowe,370.12,Poludniowy,59.00,Osobiscie,1.00,0.00,5.00,Telefon,Nowy klient - odmowa zakupu polisy
02/03/2023,Majatkowe,365.62,Poludniowy,56.00,Osobiscie,1.00,0.00,9.00,Email,Nowy klient - odmowa zakupu polisy
02/02/2023,Zyciowe,851.15,Wschodni,14.00,Email,0.00,1.00,18.00,Osobiscie,Staly klient - zakup polisy
06/26/2023,Zyciowe,242.33,Pólnocny,54.00,Osobiscie,1.00,0.00,12.00,Osobiscie,Nowy klient - odmowa zakupu polisy
05/04/2023,Majatkowe,449.62,Pólnocny,11.00,Osobiscie,0.00,1.00,2.00,Osobiscie,Staly klient - zakup polisy
04/13/2023,Zyciowe,654.23,Wschodni,77.00,Email,0.00,0.00,6.00,Telefon,Staly klient - rezygnacja
04/25/2023,Zyciowe,876.09,Zachodni,12.00,Osobiscie,1.00,1.00,7.00,Osobiscie,Nowy klient - zakup polisy
02/28/2023,Majatkowe,288.72,Zachodni,10.00,Telefon,0.00,1.00,17.00,Osobiscie,Staly klient - zakup polisy
05/02/2023,Majatkowe,470.65,Pólnocny,20.00,Osobiscie,0.00,1.00,14.00,Telefon,Staly klient - zakup polisy
02/06/2023,Majatkowe,905.28,Zachodni,63.00,Email,1.00,0.00,1.00,Telefon,Nowy klient - odmowa zakupu polisy
02/13/2023,Majatkowe,213.09,Pólnocny,20.00,Email,0.00,1.00,14.00,Osobiscie,Staly klient - zakup polisy
04/03/2023,Zyciowe,133.85,Poludniowy,52.00,Email,1.00,0.00,19.00,Email,Nowy klient - odmowa zakupu polisy
07/01/2023,Majatkowe,283.84,Zachodni,54.00,Email,1.00,0.00,10.00,Telefon,Nowy klient - odmowa zakupu polisy
04/27/2023,Zyciowe,439.10,Wschodni,20.00,Osobiscie,1.00,1.00,2.00,Telefon,Nowy klient - zakup polisy
04/21/2023,Majatkowe,809.03,Pólnocny,41.00,Email,1.00,0.00,19.00,Osobiscie,Nowy klient - odmowa zakupu polisy
02/15/2023,Majatkowe,147.84,Wschodni,27.00,Telefon,1.00,0.00,3.00,Email,Nowy klient - odmowa zakupu polisy
05/24/2023,Majatkowe,783.85,Wschodni,10.00,Telefon,1.00,1.00,2.00,Osobiscie,Nowy klient - zakup polisy
02/05/2023,Majatkowe,148.22,Wschodni,28.00,Telefon,0.00,1.00,4.00,Email,Staly klient - zakup polisy
04/01/2023,Majatkowe,903.41,Pólnocny,22.00,Email,0.00,1.00,20.00,Email,Staly klient - zakup polisy
02/14/2023,Zyciowe,710.45,Wschodni,52.00,Telefon,1.00,0.00,13.00,Osobiscie,Nowy klient - odmowa zakupu polisy
04/02/2023,Zyciowe,229.24,Pólnocny,59.00,Telefon,1.00,0.00,10.00,Telefon,Nowy klient - odmowa zakupu polisy
01/28/2023,Majatkowe,605.43,Zachodni,29.00,Osobiscie,1.00,1.00,4.00,Telefon,Nowy klient - zakup polisy
04/13/2023,Zyciowe,395.75,Pólnocny,55.00,Email,1.00,1.00,9.00,Osobiscie,Nowy klient - zakup polisy
05/30/2023,Majatkowe,684.55,Zachodni,20.00,Email,0.00,1.00,4.00,Email,Staly klient - zakup polisy
02/26/2023,Zyciowe,819.27,Wschodni,5.00,Telefon,0.00,1.00,17.00,Email,Staly klient - zakup polisy
07/04/2023,Majatkowe,261.82,Zachodni,17.00,Telefon,1.00,1.00,2.00,Email,Nowy klient - zakup polisy
06/21/2023,Zyciowe,583.87,Pólnocny,54.00,Telefon,0.00,0.00,10.00,Telefon,Staly klient - rezygnacja
06/24/2023,Majatkowe,104.54,Poludniowy,2.00,Osobiscie,0.00,1.00,13.00,Email,Staly klient - zakup polisy
04/04/2023,Majatkowe,281.50,Zachodni,70.00,Email,1.00,1.00,1.00,Osobiscie,Nowy klient - odmowa zakupu polisy
06/28/2023,Zyciowe,192.86,Wschodni,27.00,Email,0.00,1.00,14.00,Telefon,Staly klient - zakup polisy
03/13/2023,Majatkowe,321.69,Poludniowy,49.00,Email,0.00,0.00,10.00,Email,Staly klient - rezygnacja
03/06/2023,Majatkowe,310.30,Zachodni,25.00,Email,1.00,0.00,3.00,Osobiscie,Nowy klient - odmowa zakupu polisy
11/02/2023,Zyciowe,869.98,Pólnocny,24.00,Email,1.00,1.00,20.00,Email,Nowy klient - zakup polisy
01/16/2023,Majatkowe,188.98,Wschodni,55.00,Osobiscie,1.00,0.00,8.00,Telefon,Nowy klient - odmowa zakupu polisy
05/25/2023,Majatkowe,968.98,Zachodni,65.00,Email,0.00,0.00,1.00,Email,Staly klient - rezygnacja
03/24/2023,Majatkowe,949.66,Poludniowy,5.00,Email,0.00,0.00,17.00,Osobiscie,Staly klient - rezygnacja
05/27/2023,Majatkowe,109.25,Zachodni,50.00,Osobiscie,1.00,1.00,5.00,Telefon,Nowy klient - zakup polisy
06/27/2023,Zyciowe,887.43,Pólnocny,54.00,Telefon,1.00,1.00,13.00,Email,Nowy klient - zakup polisy
05/28/2023,Zyciowe,662.78,Zachodni,52.00,Telefon,1.00,0.00,15.00,Osobiscie,Nowy klient - odmowa zakupu polisy
03/24/2023,Majatkowe,277.17,Pólnocny,49.00,Email,1.00,0.00,19.00,Email,Nowy klient - odmowa zakupu polisy
02/04/2023,Zyciowe,947.02,Pólnocny,75.00,Telefon,0.00,0.00,11.00,Telefon,Staly klient - rezygnacja
03/29/2023,Majatkowe,399.90,Zachodni,20.00,Email,1.00,1.00,18.00,Telefon,Nowy klient - zakup polisy
06/20/2023,Majatkowe,953.36,Wschodni,49.00,Telefon,1.00,0.00,10.00,Osobiscie,Nowy klient - odmowa zakupu polisy
06/01/2023,Majatkowe,825.44,Poludniowy,53.00,Telefon,1.00,0.00,19.00,Osobiscie,Nowy klient - odmowa zakupu polisy
02/22/2023,Zyciowe,834.33,Pólnocny,52.00,Osobiscie,1.00,0.00,15.00,Email,Nowy klient - odmowa zakupu polisy
04/25/2023,Zyciowe,338.93,Wschodni,59.00,Telefon,1.00,1.00,5.00,Osobiscie,Nowy klient - zakup polisy
03/13/2023,Majatkowe,719.10,Poludniowy,52.00,Telefon,1.00,1.00,13.00,Email,Nowy klient - zakup polisy
01/16/2023,Zyciowe,548.29,Wschodni,9.00,Email,0.00,0.00,13.00,Osobiscie,Staly klient - rezygnacja
03/03/2023,Majatkowe,684.11,Wschodni,4.00,Osobiscie,0.00,0.00,5.00,Osobiscie,Staly klient - rezygnacja
05/21/2023,Zyciowe,702.48,Poludniowy,48.00,Osobiscie,1.00,0.00,10.00,Telefon,Nowy klient - odmowa zakupu polisy
05/22/2023,Zyciowe,862.88,Pólnocny,16.00,Osobiscie,0.00,1.00,18.00,Email,Staly klient - zakup polisy
10/04/2023,Majatkowe,202.49,Pólnocny,18.00,Osobiscie,0.00,1.00,7.00,Osobiscie,Staly klient - zakup polisy
11/02/2023,Majatkowe,263.41,Wschodni,18.00,Email,1.00,1.00,18.00,Telefon,Nowy klient - zakup polisy
04/05/2023,Zyciowe,256.09,Poludniowy,78.00,Osobiscie,1.00,0.00,1.00,Email,Nowy klient - odmowa zakupu polisy
11/04/2023,Majatkowe,534.71,Poludniowy,24.00,Email,0.00,1.00,20.00,Osobiscie,Staly klient - zakup polisy
03/04/2023,Zyciowe,959.82,Zachodni,18.00,Email,0.00,1.00,2.00,Email,Staly klient - zakup polisy
11/01/2023,Majatkowe,599.91,Poludniowy,16.00,Telefon,1.00,1.00,2.00,Telefon,Nowy klient - zakup polisy
05/25/2023,Zyciowe,536.46,Poludniowy,40.00,Telefon,1.00,0.00,19.00,Osobiscie,Nowy klient - odmowa zakupu polisy
04/29/2023,Majatkowe,209.28,Zachodni,70.00,Email,0.00,0.00,6.00,Telefon,Staly klient - rezygnacja
07/04/2023,Zyciowe,181.88,Zachodni,45.00,Email,1.00,0.00,16.00,Osobiscie,Nowy klient - odmowa zakupu polisy
01/27/2023,Majatkowe,642.17,Pólnocny,53.00,Email,1.00,0.00,8.00,Email,Nowy klient - odmowa zakupu polisy
01/15/2023,Zyciowe,598.70,Pólnocny,56.00,Email,0.00,0.00,8.00,Email,Staly klient - rezygnacja
05/18/2023,Majatkowe,603.74,Wschodni,15.00,Telefon,0.00,1.00,7.00,Osobiscie,Staly klient - zakup polisy
03/01/2023,Zyciowe,581.06,Wschodni,19.00,Email,0.00,1.00,7.00,Osobiscie,Staly klient - zakup polisy
02/04/2023,Zyciowe,331.53,Zachodni,45.00,Telefon,1.00,0.00,16.00,Email,Nowy klient - odmowa zakupu polisy
03/28/2023,Majatkowe,745.29,Zachodni,20.00,Telefon,1.00,1.00,14.00,Email,Nowy klient - zakup polisy
12/04/2023,Zyciowe,269.69,Pólnocny,12.00,Email,1.00,1.00,18.00,Osobiscie,Nowy klient - zakup polisy
